region_id,name,country,kind,region_tier,confidence_tier,bucket,source_type,published_annual_twh,annual_low_twh,annual_high_twh,annual_value_basis,published_year,include_in_source_verified_floor,include_in_modelled_envelope,manual_review_required,definition_notes,source,source_url,source_note,snapshot_file,validation_doc
brazil-sp-solar,Sao Paulo Solar,BRA,solar,live,T1a-live-tso,T1a,direct_constrained_off,,,,needs calendar-year aggregation or source-note validation,2026,no_pending_annual_aggregation,no,no,direct operator constrained-off/restriction measurement; annual aggregation still required where annual TWh is blank,ONS solar constrained-off,https://www.ons.org.br/,"ONS Brazil direct constrained-off solar frustrated generation (SP; val_geracaoreferenciafinal - val_geracao, half-hourly)",brazil-ne.json,docs/validation/brazil-sp-solar.md
brazil-sp-wind,Sao Paulo Wind,BRA,wind,live,T1a-live-tso,T1a,direct_constrained_off,,,,needs calendar-year aggregation or source-note validation,2026,no_pending_annual_aggregation,no,no,direct operator constrained-off/restriction measurement; annual aggregation still required where annual TWh is blank,ONS wind constrained-off,https://www.ons.org.br/,"ONS Brazil direct constrained-off wind frustrated generation (SP; val_geracaoreferenciafinal - val_geracao, half-hourly)",brazil-ne.json,docs/validation/brazil-sp-wind.md
british-columbia,British Columbia,CAN,hydro,static,T3-modelled,T3,modelled_or_fallback,1.260000,0.756000,1.764000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,no,annual/modelled central value mapped to typical profile; not measured hourly curtailment,BC Hydro fallback,https://www.bchydro.com/,Typical-shape fallback: BC Hydro annual reports live feed unavailable (HTTP 403 for https://www.bchydro.com/); spring snowmelt oversupply (Columbia + Peace + Fraser systems) + Site C ramp. Calibrated to BC Hydro 2024 Integrated Resource Plan annex which documents ~1.4 TWh/yr export-constrained spill in average hydro years. — current 30-day seasonal factor 0.84×,british-columbia.json,docs/validation/british-columbia.md
brunei,Brunei,BRN,solar,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2025,no_missing_snapshot,no,no,,IRENA RCS 2025 / AEDED (~15 MW PV including Tengah 1.2 MW),https://www.irena.org/Data/Downloads/IRENASTAT,,,docs/validation/brunei.md
bulgaria-solar,Bulgaria Solar,BGR,solar,live,T1a-live-tso,T1a,live_operator_feed,,,,needs calendar-year aggregation or source-note validation,2026,no_pending_annual_aggregation,no,no,,ENTSO-E ESO solar,https://transparency.entsoe.eu/,ESO Bulgaria 2024: solar share,entsoe.json,docs/validation/bulgaria-solar.md
bulgaria-wind,Bulgaria Wind,BGR,wind,live,T1a-live-tso,T1a,live_operator_feed,,,,needs calendar-year aggregation or source-note validation,2026,no_pending_annual_aggregation,no,no,,ENTSO-E ESO wind,https://transparency.entsoe.eu/,ESO Bulgaria 2024: wind share,entsoe.json,docs/validation/bulgaria-wind.md
burkina-faso,Burkina Faso,BFA,solar,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2024,no_missing_snapshot,no,no,,IRENA Burkina Faso 2024 (SONABEL; Zagtouli + Nagreongo PV ~70 MW),https://www.sonabel.bf/,,,docs/validation/burkina-faso.md
burundi,Burundi,BDI,mixed,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2025,no_missing_snapshot,no,no,,IRENA RCS 2025 / REGIDESO (~30 MW hydro + emerging solar),https://www.irena.org/Data/Downloads/IRENASTAT,,,docs/validation/burundi.md
cabo-verde,Cabo Verde,CPV,solar,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2024,no_missing_snapshot,no,no,,IRENA Cabo Verde 2024 (ELECTRA; 9-island system; high VRE),https://www.electra.cv/,,,docs/validation/cabo-verde.md
caiso,caiso,,,,T1-live-TSO,T1a,generation_or_feed_x_rate,,,,needs calendar-year aggregation or source-note validation,2026,no_pending_annual_aggregation,no,no,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,EIA hourly solar+wind × 4.25% calibrated curtailment (observed 30d split: solar 69% / wind 31%),caiso.json,
caiso-solar,California Solar,USA,solar,live,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,,no_missing_snapshot,no,no,,CAISO OASIS / EIA solar,https://oasis.caiso.com/oasisapi,,,docs/validation/caiso-solar.md
caiso-wind,California Wind,USA,wind,live,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,,no_missing_snapshot,no,no,,CAISO OASIS / EIA wind,https://oasis.caiso.com/oasisapi,,,docs/validation/caiso-wind.md
cambodia,Cambodia,KHM,solar,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2024,no_missing_snapshot,no,no,,"IRENA RE Statistics 2024 (~470 MW solar 2024, rapid solar growth); modelled curtailment ~2% per regional default",https://www.irena.org/Data/Energy-Profiles,,,docs/validation/cambodia.md
cameroon,Cameroon,CMR,hydro,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2024,no_missing_snapshot,no,no,,IRENA Cameroon 2024 (ENEO/SONATREL; mostly hydro),https://eneo.cm/,,,docs/validation/cameroon.md
central-african-republic,Central African Republic,CAF,hydro,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2025,no_missing_snapshot,no,no,,IRENA RCS 2025 / ENERCA (micro-hydro + diesel; very small grid),https://www.irena.org/Data/Downloads/IRENASTAT,,,docs/validation/central-african-republic.md
chad,Chad,TCD,solar,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2025,no_missing_snapshot,no,no,,IRENA RCS 2025 / SNE Chad (diesel + emerging solar; large landlocked grid),https://www.irena.org/Data/Downloads/IRENASTAT,,,docs/validation/chad.md
chile-wind,Chile Wind,CHL,wind,live,T1a-live-tso,T1a,direct_operator_workbook,,,,needs calendar-year aggregation or source-note validation,2026,no_pending_annual_aggregation,no,no,direct operator constrained-off/restriction measurement; annual aggregation still required where annual TWh is blank,CEN Chile monthly XLSX wind reductions,https://www.coordinador.cl/operacion/documentos/reducciones-de-generacion-renovable/,Coordinador Chile direct monthly XLSX wind reductions from https://www.coordinador.cl/wp-content/uploads/2026/03/Reducciones-de-Energia-Eolica-Solar-Hidro-en-el-SEN_Febrero-26-PE-PFV_Publicar.xlsx,chile-wind.json,docs/validation/chile-wind.md
china-anhui,Anhui,CHN,solar,static,T3-modelled,T3,modelled_or_fallback,2.100000,1.260000,2.940000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,no,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — solar curtailment ~2.1 TWh/yr,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Anhui solar curtailment ~2.1 TWh/yr; NEA 2024 provincial RE monitoring bulletin.,china-anhui.json,docs/validation/china-anhui.md
china-beijing,Beijing,CHN,solar,static,T3-modelled,T3,modelled_or_fallback,0.280000,0.168000,0.392000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,no,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — solar curtailment ~0.28 TWh/yr,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Beijing solar curtailment ~0.28 TWh/yr; NEA 2024 provincial RE monitoring bulletin.,china-beijing.json,docs/validation/china-beijing.md
china-chongqing-hydro,Chongqing Hydro,CHN,hydro,static,T2-annual-calibrated,T2,modelled_or_fallback,0.132000,0.105600,0.158400,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,no,annual/modelled central value mapped to typical profile; not measured hourly curtailment,"NEA 2024 provincial RE monitoring bulletin — hydro curtailment (hydro 60% of ~0.22 TWh/yr, Yangtze basin)",https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Chongqing mixed hydro+solar curtailment ~0.22 TWh/yr; NEA 2024 provincial RE monitoring bulletin (Yangtze basin). — hydro share (60%),china-chongqing.json,docs/validation/china-chongqing-hydro.md
china-chongqing-solar,Chongqing Solar,CHN,solar,static,T3-modelled,T3,modelled_or_fallback,0.088000,0.052800,0.123200,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,no,annual/modelled central value mapped to typical profile; not measured hourly curtailment,"NEA 2024 provincial RE monitoring bulletin — solar curtailment (solar 40% of ~0.22 TWh/yr, Yangtze basin)",https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Chongqing mixed hydro+solar curtailment ~0.22 TWh/yr; NEA 2024 provincial RE monitoring bulletin (Yangtze basin). — solar share (40%),china-chongqing.json,docs/validation/china-chongqing-solar.md
china-fujian,Fujian,CHN,mixed,static,T3-modelled,T3,modelled_or_fallback,0.600000,0.360000,0.840000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,yes,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — coastal mixed wind+solar curtailment ~0.6 TWh/yr,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Fujian coastal mixed wind+solar curtailment ~0.6 TWh/yr; NEA 2024 provincial RE monitoring bulletin.,china-fujian.json,docs/validation/china-fujian.md
china-guangdong,Guangdong,CHN,mixed,static,T3-modelled,T3,modelled_or_fallback,3.200000,1.920000,4.480000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,yes,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — CSG-grid mixed wind+solar curtailment ~3.2 TWh/yr,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Guangdong CSG-grid mixed wind+solar curtailment ~3.2 TWh/yr; NEA 2024 provincial RE monitoring bulletin.,china-guangdong.json,docs/validation/china-guangdong.md
china-guizhou-hydro,Guizhou Hydro,CHN,hydro,static,T2-annual-calibrated,T2,modelled_or_fallback,0.125000,0.100000,0.150000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,no,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — hydro curtailment (hydro 50% of ~0.25 TWh/yr),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Guizhou mixed solar+hydro curtailment ~0.25 TWh/yr; NEA 2024 provincial RE monitoring bulletin. — hydro share (50%),china-guizhou.json,docs/validation/china-guizhou-hydro.md
china-guizhou-solar,Guizhou Solar,CHN,solar,static,T3-modelled,T3,modelled_or_fallback,0.125000,0.075000,0.175000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,no,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — solar curtailment (solar 50% of ~0.25 TWh/yr),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Guizhou mixed solar+hydro curtailment ~0.25 TWh/yr; NEA 2024 provincial RE monitoring bulletin. — solar share (50%),china-guizhou.json,docs/validation/china-guizhou-solar.md
china-hainan,Hainan,CHN,solar,static,T3-modelled,T3,modelled_or_fallback,0.010000,0.006000,0.014000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,no,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — solar curtailment ~0.01 TWh/yr (99.8% PV utilisation; near-zero),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Hainan solar curtailment ~0.01 TWh/yr; NEA 2024 provincial RE monitoring bulletin (99.8% PV utilisation; near-zero).,china-hainan.json,docs/validation/china-hainan.md
china-hebei,Hebei,CHN,wind,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2024,no_missing_snapshot,no,no,,"NEA 2024 provincial RE monitoring bulletin — wind curtailment ~2 TWh/yr (north China wind corridor, Zhangjiakou transmission bottleneck)",https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,,,docs/validation/china-hebei.md
china-heilongjiang,Heilongjiang,CHN,wind,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2024,no_missing_snapshot,no,no,,NEA 2024 provincial RE monitoring bulletin — wind curtailment ~1.5 TWh/yr (northeast grid; Daqing-area wind build-out),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,,,docs/validation/china-heilongjiang.md
china-henan,Henan,CHN,solar,static,T3-modelled,T3,modelled_or_fallback,0.700000,0.420000,0.980000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,no,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — solar curtailment ~0.7 TWh/yr,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Henan solar curtailment ~0.7 TWh/yr; NEA 2024 provincial RE monitoring bulletin.,china-henan.json,docs/validation/china-henan.md
china-hubei-hydro,Hubei Hydro,CHN,hydro,static,T2-annual-calibrated,T2,modelled_or_fallback,0.510000,0.408000,0.612000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,no,annual/modelled central value mapped to typical profile; not measured hourly curtailment,"NEA 2024 provincial RE monitoring bulletin — hydro curtailment (hydro 34% of ~1.5 TWh/yr, Three Gorges basin)",https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Hubei mixed solar+wind+hydro curtailment ~1.5 TWh/yr; NEA 2024 provincial RE monitoring bulletin (Three Gorges basin; missed RE consumption target by 3 pp). — hydro share (34%),china-hubei.json,docs/validation/china-hubei-hydro.md
china-hubei-solar,Hubei Solar,CHN,solar,static,T3-modelled,T3,modelled_or_fallback,0.600000,0.360000,0.840000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,no,annual/modelled central value mapped to typical profile; not measured hourly curtailment,"NEA 2024 provincial RE monitoring bulletin — solar curtailment (solar 40% of ~1.5 TWh/yr, Three Gorges basin)",https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Hubei mixed solar+wind+hydro curtailment ~1.5 TWh/yr; NEA 2024 provincial RE monitoring bulletin (Three Gorges basin; missed RE consumption target by 3 pp). — solar share (40%),china-hubei.json,docs/validation/china-hubei-solar.md
china-hubei-wind,Hubei Wind,CHN,wind,static,T3-modelled,T3,modelled_or_fallback,0.390000,0.234000,0.546000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,no,annual/modelled central value mapped to typical profile; not measured hourly curtailment,"NEA 2024 provincial RE monitoring bulletin — wind curtailment (wind 26% of ~1.5 TWh/yr, Three Gorges basin)",https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Hubei mixed solar+wind+hydro curtailment ~1.5 TWh/yr; NEA 2024 provincial RE monitoring bulletin (Three Gorges basin; missed RE consumption target by 3 pp). — wind share (26%),china-hubei.json,docs/validation/china-hubei-wind.md
china-hunan-hydro,Hunan Hydro,CHN,hydro,static,T2-annual-calibrated,T2,modelled_or_fallback,0.380000,0.304000,0.456000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,yes,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — hydro curtailment (hydro 20% of ~1.9 TWh/yr),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Hunan mixed wind+solar+hydro curtailment ~1.9 TWh/yr; NEA 2024 provincial RE monitoring bulletin. — hydro share (20%),china-hunan.json,docs/validation/china-hunan-hydro.md
china-hunan-solar,Hunan Solar,CHN,solar,static,T3-modelled,T3,modelled_or_fallback,0.570000,0.342000,0.798000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,yes,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — solar curtailment (solar 30% of ~1.9 TWh/yr),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Hunan mixed wind+solar+hydro curtailment ~1.9 TWh/yr; NEA 2024 provincial RE monitoring bulletin. — solar share (30%),china-hunan.json,docs/validation/china-hunan-solar.md
china-hunan-wind,Hunan Wind,CHN,wind,static,T3-modelled,T3,modelled_or_fallback,0.950000,0.570000,1.330000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,yes,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — wind curtailment (wind 50% of ~1.9 TWh/yr),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Hunan mixed wind+solar+hydro curtailment ~1.9 TWh/yr; NEA 2024 provincial RE monitoring bulletin. — wind share (50%),china-hunan.json,docs/validation/china-hunan-wind.md
china-jiangsu-solar,Jiangsu Solar,CHN,solar,static,T3-modelled,T3,modelled_or_fallback,1.400000,0.840000,1.960000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,yes,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — solar curtailment (solar 50% of ~2.8 TWh/yr),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Jiangsu offshore wind + solar curtailment ~2.8 TWh/yr; NEA 2024 provincial RE monitoring bulletin. — solar share (50%),china-jiangsu.json,docs/validation/china-jiangsu-solar.md
china-jiangsu-wind,Jiangsu Wind,CHN,wind,static,T3-modelled,T3,modelled_or_fallback,1.400000,0.840000,1.960000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,yes,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — offshore wind curtailment (wind 50% of ~2.8 TWh/yr),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Jiangsu offshore wind + solar curtailment ~2.8 TWh/yr; NEA 2024 provincial RE monitoring bulletin. — wind share (50%),china-jiangsu.json,docs/validation/china-jiangsu-wind.md
china-jiangxi,Jiangxi,CHN,solar,static,T3-modelled,T3,modelled_or_fallback,0.400000,0.240000,0.560000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,no,annual/modelled central value mapped to typical profile; not measured hourly curtailment,"NEA 2024 provincial RE monitoring bulletin — solar curtailment ~0.4 TWh/yr (99.0% PV utilisation, 25+ GW distributed solar)",https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,"Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Jiangxi solar curtailment ~0.4 TWh/yr; NEA 2024 provincial RE monitoring bulletin (99.0% PV utilisation, 25+ GW distributed solar).",china-jiangxi.json,docs/validation/china-jiangxi.md
china-jilin,Jilin,CHN,wind,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2024,no_missing_snapshot,no,no,,NEA 2024 provincial RE monitoring bulletin — wind curtailment ~1 TWh/yr (northeast grid; Baicheng wind corridor),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,,,docs/validation/china-jilin.md
china-liaoning,Liaoning,CHN,wind,static,T3-modelled,T3,modelled_or_fallback,1.600000,0.960000,2.240000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,no,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — wind curtailment ~1.6 TWh/yr (northeast grid transmission constraint),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Liaoning wind curtailment ~1.6 TWh/yr; NEA 2024 provincial RE monitoring bulletin (northeast grid transmission constraint).,china-liaoning.json,docs/validation/china-liaoning.md
china-shaanxi,Shaanxi,CHN,solar,static,T3-modelled,T3,modelled_or_fallback,1.100000,0.660000,1.540000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,no,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — solar curtailment ~1.1 TWh/yr (Guanzhong basin PV),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Shaanxi solar curtailment ~1.1 TWh/yr; NEA 2024 provincial RE monitoring bulletin (Guanzhong basin PV).,china-shaanxi.json,docs/validation/china-shaanxi.md
china-shandong,Shandong,CHN,solar,static,T3-modelled,T3,modelled_or_fallback,4.500000,2.700000,6.300000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,no,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — solar curtailment ~4.5 TWh/yr (96.3% PV utilisation),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Shandong solar curtailment ~4.5 TWh/yr; NEA 2024 provincial RE monitoring bulletin (96.3% PV utilisation rate).,china-shandong.json,docs/validation/china-shandong.md
china-shanghai,Shanghai,CHN,solar,static,T3-modelled,T3,modelled_or_fallback,0.010000,0.006000,0.014000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,no,annual/modelled central value mapped to typical profile; not measured hourly curtailment,"NEA 2024 provincial RE monitoring bulletin — solar curtailment ~0.01 TWh/yr (100% PV utilisation; effectively zero, placeholder)",https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,"Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Shanghai solar curtailment ~0.01 TWh/yr; NEA 2024 provincial RE monitoring bulletin (100% PV utilisation; effectively zero, placeholder).",china-shanghai.json,docs/validation/china-shanghai.md
china-shanxi-solar,Shanxi Solar,CHN,solar,static,T3-modelled,T3,modelled_or_fallback,0.560000,0.336000,0.784000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,yes,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — solar curtailment (solar 40% of ~1.4 TWh/yr),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Shanxi mixed wind+solar curtailment ~1.4 TWh/yr; NEA 2024 provincial RE monitoring bulletin. — solar share (40%),china-shanxi.json,docs/validation/china-shanxi-solar.md
china-shanxi-wind,Shanxi Wind,CHN,wind,static,T3-modelled,T3,modelled_or_fallback,0.840000,0.504000,1.176000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,yes,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — wind curtailment (wind 60% of ~1.4 TWh/yr),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Shanxi mixed wind+solar curtailment ~1.4 TWh/yr; NEA 2024 provincial RE monitoring bulletin. — wind share (60%),china-shanxi.json,docs/validation/china-shanxi-wind.md
china-tianjin,Tianjin,CHN,mixed,static,T3-modelled,T3,modelled_or_fallback,0.160000,0.096000,0.224000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,yes,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — mixed wind+solar curtailment ~0.16 TWh/yr,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Tianjin mixed wind+solar curtailment ~0.16 TWh/yr; NEA 2024 provincial RE monitoring bulletin.,china-tianjin.json,docs/validation/china-tianjin.md
china-zhejiang,Zhejiang,CHN,mixed,static,T3-modelled,T3,modelled_or_fallback,0.800000,0.480000,1.120000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,yes,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — coastal mixed wind+solar curtailment ~0.8 TWh/yr,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: NEA 2024 provincial RE monitoring bulletin is not an hourly machine-readable feed; Zhejiang coastal mixed wind+solar curtailment ~0.8 TWh/yr; NEA 2024 provincial RE monitoring bulletin.,china-zhejiang.json,docs/validation/china-zhejiang.md
colombia,Colombia,COL,hydro,live-domestic-anchored,T1b-live-domestic-anchored,T1b,domestic_direct_with_relay,,,,ambiguous source-note annual hint; manual extraction required,2026,hold_for_human_review_colombia_relay,no,yes,,"XM SinerGox API (servapibi.xm.com.co/daily, POST MetricId=VertEner Entity=Sistema) — direct live path tried first; committed CSV relay fallback if geoblocked. Trailing-365-day annualised total. 5-yr baseline 7.53 TWh/yr (range 0.53–13.12 TWh/yr ENSO-driven). Bimodal hydro-seasonal shape (Apr–Jun + Oct–Nov peaks). T1b, ±50% envelope.",https://servapibi.xm.com.co/daily,"XM SinerGox API (servapibi.xm.com.co/daily, MetricId=VertEner, Entity=Sistema). CSV relay fallback (1667-day committed CSV, latest: 2026-04-28). 5-yr baseline 7.53 TWh/yr (range 0.53–13.12 TWh/yr ENSO-driven). Bimodal Colombian hydro-seasonal shape (Apr–Jun + Oct–Nov peaks). T1b, ±50% envelope. — current 30-day seasonal factor 1.23×",colombia.json,docs/validation/colombia.md
comoros,Comoros,COM,solar,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2025,no_missing_snapshot,no,no,,IRENA RCS 2025 / MA-MWE (~5 MW PV + diesel; island grid),https://www.irena.org/Data/Downloads/IRENASTAT,,,docs/validation/comoros.md
